"expedition_name"	"latitude"	"longitude"	"lower_elevation"	"upper_elevation"	"locality_id"	"collector_number"	"species_epithet"	"habitat1"	"flower_color"	"phyllotaxy"	"tube_lo"	"tube_hi"	"meantube"	"beak_lo"	"beak_hi"	"meanbeak"	"nectar"	"beehav"	"stigmapos"	"habitat2"	"microhabitat"	"plant_description"	"locality_habitat"					
"1993 Qinghai (CAS,"	33.3	100.43	4000	0	377	1189	"longiflora"	"meadow"	"yellow"	1	40	70	55	6		6	0	1	"T-lateral"			"Growing along river. Perennial herb, several fleshy roots, corolla bright yellow."	"Valley with flat bottom, river terraces with pebbles and turf, sides of valley with Kobresia turf, some areas with intensive pika disturbance, dark moist soil."					
"1993 Qinghai (CAS,"	33.58	99.49	4050	0	382	1202	"verticillata"	"meadow"	"red"	0	6	9	7.5	0		0	1	0	"DT"			"In dense turf. Apparently annual, corolla pink, lower lip with dark veins."	"Disturbed alpine meadow."					
"1993 Qinghai (CAS,"	33.36	99.56	4200	4600	384	1221	"szetschuanica"	"meadow"	"red"	0	10		10	0		0	0	0	"DT"			"Alpine meadow. Herb, corolla pink, upper lip slightly darker, lower lip with dark lines in throat."	"Valley sides with dense turf and areas of large rounded boulders."					
"1993 Qinghai (CAS,"	33.36	99.56	4200	4600	384	1223	"plicata"	"meadow"	"yellow"	0	10	13	11.5	0		0	1	0	"DA"			"Alpine meadow. Perennial herb with fleshy roots, corolla pale yellow."	"Valley sides with dense turf and areas of large rounded boulders."					
"1993 Qinghai (CAS,"	33.36	99.56	4190	0	385	1240	"longiflora"	"meadow"	"yellow"	1	40	70	55	6		6	0	1	"T-lateral"			"In drier parts of valley bottom, mainly on slight slope Perennial herb with fleshy roots, corolla pale yellow, lower lip with 2 brown lines, sometimes flushed with brown."	"Flat valley bottom with sedge-dominated turf and pools, slow flowing surface water in many places."					
"1993 Qinghai (CAS,"	33.38	100.29	4400	4700	386	1301	"cheilanthifolia"	"meadow"	"yellow"	0	11	14	12.5	0		0	1	0	"DA"			"In Kobresia turf, mainly between tussocks. Perennial herb with fleshy roots, corolla pale yellow, lower lip longitudinally plicate."	"Steep slopes with mostly Kobresia meadows, some lower slopes with Potentilla scrub on soft black soil, peak with loose open scree slopes of sand and small stones."					
"1993 Qinghai (CAS,"	34.82	99.04	4600	4730	388	1365	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"			"Among grass/sedge hummocks in very wet area. Perennial herb, corolla deep pink with whitish center to lower lip."	"Base of slope with pool and hummock Kobresia bog, upper parts with loose and semi consolidated scree, rest with areas of frost-heave and level Kobresia turf."					
"1993 Qinghai (CAS,"	35.42	99.47	4010	0	391	1417	"curvituba"	"meadow"	"yellow"	0	10		10	2.5	3	2.75	1	0	"DA"			"Herb, corolla with pale yellow lower lip and glossy bright yellow upper lip."	"River terrace, mostly with almost closed turf."					
"1993 Qinghai (CAS,"	35.42	99.47	4010	0	391	1418	"kansuensis"	"meadow"	"white"	0	10	12	11	0		0	1	0	"DT"			"Herb, corolla uniformly white."	"River terrace, mostly with almost closed turf."					
"1993 Qinghai (CAS,"	35.26	98.98	4250	0	394	1468	"curvituba"	"meadow"	"yellow"	0	10		10	2.5	3	2.75	1	0	"DA"			"Herb, corolla bright yellow, upper lip glossy."	"Small sandy hills with Saussurea bruneopilosa tussock very prominent."					
"1993 Qinghai (CAS,"	36.38	100.88	3440	0	396	1511	"alaschanica"	"meadow"	"yellow"	0	13		22.5	2	3	2.5	1	0	"DA"			"On slope and along roadside. Perennial herb to 30 cm, usually less, branches spreading, corolla pale yellow with darker yellow upper lip."	"Disturbed rocky slope with level closed turf at base."					
"1993 Qinghai (CAS,"	36.59	100.49	3200	0	397	1522	"alaschanica"	"meadow"	"yellow"	0	13		22.5	2	3	2.5	1	0	"DA"			"Herb to 20 cm, often less, corolla pale yellow with chrome yellow upper lip."	"Disturbed area of sand and gravel along lake margin, main cover of herbaceous legumes."					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.92	100.08	2050	0	399	752	"gruina"	"meadow"	"red, white"	1	7	10	8.5	5		5	0	1	"VA"			"Flowers light purple, throat white."	"Badly disturbed hillsides and abandoned paddy fields."					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.88	100.02	2900	3100	420	1186	"gyrorhyncha"	"forest"	"yellow"	0	8		8	8	9	8.5	0	1	"hindLeg"			"Flowers yellow with a brown keel."	"N facing slopes of cut over forests and thickets"					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.77	100.02	2700	0	433	496	"thamnophila"	"forest"	"yellow"	0	14	16	15	0		0	1	0	"DT"			"Flowers yellow."	"Mixed broadleaved evergreen forest"					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.77	100.02	2700	0	434	392	"labordei"	"forest"	"red"	1	15		15	3		3	0	1	"VA"			"Flowers reddish purple inside, paler outside."	"Mixed broadleaved evergreen forest"					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.63	100.17	2200	2350	438	762	"tenuisecta"	"meadow"	"red"	0	12	18	15	0		0	1	0	"DT"			"Flowers reddish blue."	"Lower slopes above cultivated fields"					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.72	100.03	2600	2800	452	140	"rex"	"forest"	"yellow"	0	20	25	22.5	0		0	1	1	"DT"			"Flowers yellow."						
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.83	99.98	2700	3500	477	616	"densispica"	"forest"	"red"	0	6	8	7	0		0	1	1	"DA"			"Flowers pink."	"Broadleaved evergreen fagaceous forest."					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.88	100.02	2900	3300	495	1127	"salviiflora"	"forest"	"red"	0	14	24	19	0		0	1	0	"DA"			"Plants 1-2 dm tall, flowers pink."	"Disturbed forests and thickets along N facing ravines."					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.7	100.08	3900	0	500	1054	"yunnanensis"	"meadow"	"red"	1	6		19	4.5		4.5	0	1	"VA"			"Flowers light purple"	"Alpine meadow"					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.7	100.08	3900	0	500	1052	"tantalorhyncha"	"meadow"	"red"	0	10		10	4	6	5	0	1	"VA"			"Flowers purple"	"Alpine meadow"					
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.88	100.02	3100	0	514	1182	"rhinanthoides"	"meadow"	"white"	1	10		27	7		8.5	0	1	"A-lateral"			"Flowers white with a reddish, twisted keel."						
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.88	100.02	3100	0	514	1181	"sigmoidea"	"meadow"	"red, white"	1	32	55	43.5	10	15	12.5	0	1	"VA"			"Flowers magenta with a white throat."						
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.88	100.02	3100	0	514	1180	"tahaiensis"	"meadow"	"red"	1	11	15	13	4	5	4.5	0	0	"VA"			"Flowers magenta."						
"1984 Yunnan - Sino-Amer. Bot. Exped. (A, KUN, PE)"	25.77	100.02	3600	0	516	581	"tahaiensis"	"meadow"	"red"	1	11	15	13	4	5	4.5	0	0	"VA"			"Flowers violet."						
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.95	99.75	3950	3980	581	30410	"lachnoglossa"	"scrub"	"red"	1	11		11	4		4	0	1	"VA"		"Growing at base of scrubby oaks"	"Corolla purple"	"Dwarf Quercus-Rhododendron forest with scattered trees of Larix, Abies, Picea and Pinus"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.95	99.75	3950	3980	581	30416	"diffusa"	"scrub"	"red"	0	8		8	0		0	1	0	"DT"		"Open areas between shrubs"	" abundant"	"Corolla purple"	"Dwarf Quercus-Rhododendron forest with scattered trees of Larix, Abies, Picea and Pinus"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.95	99.75	3950	3980	581	30417	"steiningeri"	"scrub"	"yellow"	1	12		12	0		0	1	0	"DA"		"Growing around Rhododendron and Quercus"	"Plants from a woody crown"	" corolla yellow"	"Dwarf Quercus-Rhododendron forest with scattered trees of Larix, Abies, Picea and Pinus"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.08	99.92	3150	3240	582	30444	"axillaris"	"scrub"	"white, red"	1	12		12	1		1	0	1	"VA"		"Open slope between shrubs and also in forest understory in mosses in dark, rich soil"	"Lower corolla white streaked with magenta, galea magenta"	"Gorge with steep slopes, running perpendicular to road and tributary of Suoqu He.  Vegetation of large Pinus and Picea and mixed smaller, broadleaved deciduous trees of Acer, Prunus spp., Rhamnus, Sageretia, Syringa, Betula, etc. throughout and large trees of Populus along stream"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.08	99.92	3150	3240	582	30524	"rex"	"scrub"	"yellow"	0	20	25	22.5	0		0	1	1	"DT"		"Common through forest in light gaps"	"Corolla pale yellow"	"Gorge with steep slopes, running perpendicular to road and tributary of Suoqu He.  Vegetation of large Pinus and Picea and mixed smaller, broadleaved deciduous trees of Acer, Prunus spp., Rhamnus, Sageretia, Syringa, Betula, etc. throughout and large trees of Populus along stream"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.09	99.9	2930	3150	584	30556	"thamnophila"	"scrub"	"yellow"	0	14	16	15	0		0	1	0	"DT"		"Open slopes in gravelly soil"	"Corolla yellow"	"Gorge with steep slopes running perpendicular to road and tributary of Suoqu He. Thorny scrub vegetation of Caragana, Rosa, Hippophaë"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.09	99.9	2930	3150	584	30557	"pseudomelampyriflora"	"scrub"	"white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"In low thickets"	"Corolla white or white streaked with pink"	"Gorge with steep slopes running perpendicular to road and tributary of Suoqu He. Thorny scrub vegetation of Caragana, Rosa, Hippophaë"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30686	"cyathophylla"	"forest"	"red, white"	0	35	55	45	7		7	0	1	"DT"		"3600 m.  Steep slope with loose, limestone rocks"	"Corolla magenta, galea darker, base of corolla white"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30695	"siphonantha"	"meadow"	"red"	1	40	70	55	11		11	0	1	"T-lateral"		"Stream bank."	"Corolla magenta with dark purple spots at base of lower lobes"	" gale dark purple"	" center of corolla white. Not common, only a few plants"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"			
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30697	"axillaris"	"forest"	"red, white"	1	12		12	1		1	0	1	"VA"		"Forest understory"	"Corolla pink, white at base, galea darker"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30698	"cranolopha"	"meadow"	"yellow"	1	36	40	45	7	8	7.5	0	1	"T-lateral"		"Wet meadow"	"Uncommon in meadow"	" more common at lower elevations. Corolla pale yellow with center darker yellow"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30700	"integrifolia"	"meadow"	"red, white"	0	20		20	15		15	0	1	"VA"		"Drier parts of meadows"	"Corolla magenta, galea slightly darker, white at base of galea"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30701	"kansuensis"	"meadow"	"red, white"	0	10	12	11	0		0	1	0	"DT"		"Meadow"	"Corolla pink, inside of corolla lip white with dark veins"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30702	"rex"	"forest"	"yellow"	0	20	25	22.5	0		0	1	1	"DT"		"Forests and openings"	"Common. Corolla pale yellow with darker markings at apex of galea"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.67	3600	3850	586	30703	"rhinanthoides"	"meadow"	"red, white"	1	24	30	27	7	10	8.5	0	1	"A-lateral"		"Along stream in open"	"Corolla magenta, galea darker, center of corolla white. Abundant"	"Open meadows with seepages, surrounded by forests of Quercus semecarpifolia with scattered Picea likiangensis, moist areas along small streamlets, and Quercus semecarpifolia-Picea likiangensis forests"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.69	3900	4700	587	30708	"steiningeri"	"meadow"	"yellow"	1	12		12	0		0	1	0	"DA"		"Meadow. 4200 m"	"Corolla yellow"	"Alpine meadows, Rhododendron scrub and open scree slopes near summit of mountain"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.69	3900	4700	587	30749	"lachnoglossa"	"scrub"	"red"	1	11		11	4		4	0	1	"VA"		"Among shrubs of Rhododendron on slope"	"Corolla purple"	"Alpine meadows, Rhododendron scrub and open scree slopes near summit of mountain"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.1	99.69	3900	4700	587	30756	"przewalskii"	"meadow"	"red, white"	1	30	35	32.5	5	6	5.5	0	1	"VA"		"Alpine meadow. 4200 m"	"Corolla purple"	" galea darker with white at base"	" tube lighter"	"Alpine meadows, Rhododendron scrub and open scree slopes near summit of mountain"			
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.87	99.25	3400	0	589	30829	"axillaris"	"forest"	"red"	1	12		12	1		1	0	1	"VA"		"Open Pinus forest"	"Galea dark pink"	" lower lip white streaked with pink"	"Cut over forest along stream and adjacent dry Pinus forest on steep slope. Original forest of Picea, Pinus, Quercus"	" some trees still remaining, but mostly scrubby oak on slopes"			
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.82	99.22	4200	4400	590	30912	"roylei"	"gravel"	"red"	0	10	11	10.5	0		0	1	0	"DT"		"Scree slope. 4300 m"	"Corolla purple"	"Rocky, gravelly slopes with patches of Rhododendron forests and Rhododendron, Salix and Larix scrub and open places"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.82	99.22	4200	4400	590	30913	"remotiloba"	"gravel"	"red"	0	8		8	3		3	0	1	"VA"		"Scree slope. 4300 m"	"Corolla purple"	"Rocky, gravelly slopes with patches of Rhododendron forests and Rhododendron, Salix and Larix scrub and open places"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.14	99.33	4125	4160	592	30933	"steiningeri"	"scrub"	"yellow"	1	12		12	0		0	1	0	"DA"		"Common around Quercus on slope"	"Plants to ca. 1.5 m tall, single stemmed"	" corolla yellow. Growing with no. 30934"	"Quercus scrub and remnant Picea-Larix forest with gravelly openings and exposed ledges"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.14	99.33	4125	4160	592	30934	"steiningeri"	"scrub"	"yellow"	1	12		12	0		0	1	0	"DA"		"Not common around Quercus on slope"	"Plants to ca. 0.5 m tall, multi stemmed"	" corolla yellow. Growing with no. 30933"	"Quercus scrub and remnant Picea-Larix forest with gravelly openings and exposed ledges"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.14	99.33	4125	4160	592	30946	"integrifolia"	"scrub"	"red, white"	0	20		20	15		15	0	1	"VA"		"With Kobresia"	"Corolla purple, base of galea and tube white"	"Quercus scrub and remnant Picea-Larix forest with gravelly openings and exposed ledges"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.02	99.35	4070	0	593	30963	"rupicola"	"meadow"	"red"	0	10		10	0		0	1	0	"DT"		"Meadow"	"Corolla pink"	"Open meadow"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	29.11	99.35	3440	0	594	30993	"pseudomelampyriflora"	"forest"	"white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Near junction of road with main road between Derong and Xiangcheng. 3250 m"	"Corolla white tinged with pink"	"Picea forest along stream (tributary of Ding Qu (river)"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	28.78	99.31	2600	2900	598	31040	"pseudomelampyriflora"	"scrub"	"red"	0	9	12	10.5	9	12	10.5	1	0	"DT"			"Corolla purple"	"Dry gorge with gravelly-stony slopes with xerophytic shrubs. Dominant shrubs Caragana, Bauhinia"					
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.3	97.16	3290	0	604	31152	"pseudomelampyriflora"	"scrub"	"red, white"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"On slope and in flat area along river"	"Shrub-like"	" corolla pinkish, white at base of corolla. Common"	"Scrub and heavily grazed vegetation along river and adjacent steep slopes"	" shrubs thorny or aromatic"			
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.3	97.16	3290	0	604	31153	"scolopax"	"scrub"	"yellow"	0	10		10	3		3	0	1	"VA"		"On slope and in flat area along river"	"Corolla pale yellow, beak darker. Common"	"Scrub and heavily grazed vegetation along river and adjacent steep slopes"	" shrubs thorny or aromatic"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.3	97.16	3320	0	605	31173	"pseudomelampyriflora"	"scrub"	"red"	0	9	12	10.5	9	12	10.5	1	0	"DT"		"Dry slopes"	"Corolla pink"	"Scrub and heavily grazed vegetation along river and adjacent steep slopes"	" shrubs thorny or aromatic"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.3	97.16	3320	0	605	31183	"scolopax"	"scrub"	"yellow"	0	10		10	3		3	0	1	"VA"		"Among stones"	"Corolla pale yellow, galea darker"	"Scrub and heavily grazed vegetation along river and adjacent steep slopes"	" shrubs thorny or aromatic"				
"2004 E Xizang - W Sichuan (A, F, KUN, KYO)"	31.44	97.19	3340	0	606	31194	"kansuensis"	"meadow"	"red"	0	10	12	11	0		0	1	0	"DT"		"Meadow"	"Corolla pink, inner part of corolla pink with dark veins. Common"	"Gravelly disturbed areas along Lancang Jiang (Mekong River - 'Zachu' in Tibetan) and adjacent roadsides"					
